2025-06-29 11:11:22,083 - rag - INFO - Successfully loaded existing vector database
2025-06-29 11:20:37,247 - rag - INFO - Successfully loaded existing vector database
2025-06-29 11:28:13,852 - rag - INFO - Extracted 27 knowledge points
2025-06-29 11:28:15,380 - rag - INFO - Successfully searched knowledge base for query: 根据课程大纲内容，以下是提取的关键知识点列表，按逻辑关联分层排列：
2025-06-29 11:28:15,777 - rag - INFO - Successfully searched knowledge base for query: 1. **奇异信号的核心函数**
2025-06-29 11:28:16,641 - rag - INFO - Successfully searched knowledge base for query: - 单位冲激函数（狄拉克δ函数）的定义与性质
2025-06-29 11:28:17,422 - rag - INFO - Successfully searched knowledge base for query: - 单位阶跃函数的数学表示及物理意义
2025-06-29 11:28:17,826 - rag - INFO - Successfully searched knowledge base for query: - 冲激偶函数的推导及其与冲激函数的关系
2025-06-29 11:28:18,620 - rag - INFO - Successfully searched knowledge base for query: 2. **奇异信号的特点分析**
2025-06-29 11:28:19,028 - rag - INFO - Successfully searched knowledge base for query: - 时域特性（瞬时性、非因果性等）
2025-06-29 11:28:19,410 - rag - INFO - Successfully searched knowledge base for query: - 频域特性（傅里叶变换下的频谱表现）
2025-06-29 11:28:20,299 - rag - INFO - Successfully searched knowledge base for query: - 能量与功率的分布特征
2025-06-29 11:28:20,699 - rag - INFO - Successfully searched knowledge base for query: 3. **信号处理基本概念**
2025-06-29 11:28:21,108 - rag - INFO - Successfully searched knowledge base for query: - 连续信号与离散信号的分类与区别
2025-06-29 11:28:21,530 - rag - INFO - Successfully searched knowledge base for query: - 确定性信号与随机信号的典型示例
2025-06-29 11:28:21,954 - rag - INFO - Successfully searched knowledge base for query: - 信号的时域和频域表示方法
2025-06-29 11:28:22,449 - rag - INFO - Successfully searched knowledge base for query: 4. **信号运算基础**
2025-06-29 11:28:22,872 - rag - INFO - Successfully searched knowledge base for query: - 信号的平移、缩放与反褶操作
2025-06-29 11:28:23,264 - rag - INFO - Successfully searched knowledge base for query: - 卷积运算的物理意义及计算方法
2025-06-29 11:28:23,869 - rag - INFO - Successfully searched knowledge base for query: - 相关函数在信号相似性分析中的应用
2025-06-29 11:28:24,431 - rag - INFO - Successfully searched knowledge base for query: 5. **系统响应分析**
2025-06-29 11:28:24,891 - rag - INFO - Successfully searched knowledge base for query: - 线性时不变系统（LTI）的冲激响应定义
2025-06-29 11:28:25,271 - rag - INFO - Successfully searched knowledge base for query: - 系统稳定性与因果性的判别条件
2025-06-29 11:28:25,668 - rag - INFO - Successfully searched knowledge base for query: 6. **实际应用关联**
2025-06-29 11:28:26,156 - rag - INFO - Successfully searched knowledge base for query: - 奇异信号在滤波器设计中的作用
2025-06-29 11:28:26,616 - rag - INFO - Successfully searched knowledge base for query: - 信号处理中的采样定理与混叠现象
2025-06-29 11:28:26,976 - rag - INFO - Successfully searched knowledge base for query: 知识点设计原则说明：
2025-06-29 11:28:28,633 - rag - INFO - Successfully searched knowledge base for query: - **层级递进**：从奇异函数定义（1）→特性（2）→扩展到一般信号概念（3）→运算（4）→系统级应用（5-6）。
2025-06-29 11:28:29,051 - rag - INFO - Successfully searched knowledge base for query: - **可操作性**：每个知识点均包含具体分析方向（如"傅里叶变换下的频谱表现"）或直接应用场景（如"滤波器设计"）。
2025-06-29 11:28:29,510 - rag - INFO - Successfully searched knowledge base for query: - **覆盖完整性**：既包含大纲明确提到的奇异信号和基本概念，也补充必要的关联知识（如LTI系统）以形成知识链。
2025-06-29 11:28:29,512 - rag - ERROR - Error generating teaching content: Invalid format specifier ' "课时标题",
                    "content": "知识点讲解内容",
                    "practiceContent": "实训练习内容",
                    "teachingGuidance": "教学指导建议",
                    "suggestedHours": "建议课时数",
                    "knowledgeSources": ["知识点来源1", "知识点来源2"]
                ' for object of type 'str'
2025-06-29 11:30:45,745 - rag - INFO - Successfully loaded existing vector database
2025-06-29 11:31:26,357 - rag - INFO - Extracted 25 knowledge points
2025-06-29 11:31:27,661 - rag - INFO - Successfully searched knowledge base for query: 根据课程大纲内容，以下是提取的关键知识点列表，按逻辑关联分层排列：
2025-06-29 11:31:28,442 - rag - INFO - Successfully searched knowledge base for query: 1. **奇异信号的核心函数**
2025-06-29 11:31:28,814 - rag - INFO - Successfully searched knowledge base for query: 1.1 单位冲激函数（狄拉克δ函数）的定义与性质
2025-06-29 11:31:29,245 - rag - INFO - Successfully searched knowledge base for query: 1.2 单位阶跃函数的数学表示及物理意义
2025-06-29 11:31:29,642 - rag - INFO - Successfully searched knowledge base for query: 1.3 单位斜坡函数的构建及其与阶跃函数的关系
2025-06-29 11:31:31,944 - rag - INFO - Successfully searched knowledge base for query: 1.4 符号函数（sgn函数）在信号极性分析中的作用
2025-06-29 11:31:32,695 - rag - INFO - Successfully searched knowledge base for query: 2. **奇异信号的特征分析**
2025-06-29 11:31:33,117 - rag - INFO - Successfully searched knowledge base for query: 2.1 奇异信号的不可微性与间断点特性
2025-06-29 11:31:33,521 - rag - INFO - Successfully searched knowledge base for query: 2.2 冲激函数的采样特性（筛选性质）
2025-06-29 11:31:33,922 - rag - INFO - Successfully searched knowledge base for query: 2.3 阶跃函数与系统响应的关联性
2025-06-29 11:31:34,343 - rag - INFO - Successfully searched knowledge base for query: 3. **信号处理基础概念**
2025-06-29 11:31:34,719 - rag - INFO - Successfully searched knowledge base for query: 3.1 连续信号与离散信号的分类标准
2025-06-29 11:31:35,117 - rag - INFO - Successfully searched knowledge base for query: 3.2 确定性信号与随机信号的区分特征
2025-06-29 11:31:35,483 - rag - INFO - Successfully searched knowledge base for query: 3.3 能量信号与功率信号的数学判定条件
2025-06-29 11:31:35,918 - rag - INFO - Successfully searched knowledge base for query: 4. **信号运算方法**
2025-06-29 11:31:36,631 - rag - INFO - Successfully searched knowledge base for query: 4.1 信号的时移、反褶与尺度变换操作
2025-06-29 11:31:36,988 - rag - INFO - Successfully searched knowledge base for query: 4.2 信号的相加、相乘运算的物理意义
2025-06-29 11:31:37,354 - rag - INFO - Successfully searched knowledge base for query: 4.3 卷积积分的计算步骤及其系统响应应用
2025-06-29 11:31:38,051 - rag - INFO - Successfully searched knowledge base for query: 5. **信号处理核心工具**
2025-06-29 11:31:38,408 - rag - INFO - Successfully searched knowledge base for query: 5.1 傅里叶变换的基本原理与频谱分析
2025-06-29 11:31:38,773 - rag - INFO - Successfully searched knowledge base for query: 5.2 拉普拉斯变换在系统稳定性分析中的作用
2025-06-29 11:31:39,124 - rag - INFO - Successfully searched knowledge base for query: 逻辑关联说明：
2025-06-29 11:31:39,564 - rag - INFO - Successfully searched knowledge base for query: - 从奇异函数（1）切入，分析其数学特性（2）作为理论基础
2025-06-29 11:31:39,971 - rag - INFO - Successfully searched knowledge base for query: - 扩展至广义信号分类（3）和运算方法（4），构建完整处理框架
2025-06-29 11:31:40,336 - rag - INFO - Successfully searched knowledge base for query: - 最终引入变换工具（5）作为实际分析手段，形成"基础函数→信号类型→处理方法→分析工具"的知识链
2025-06-29 11:31:40,337 - rag - ERROR - Error generating teaching content: Invalid format specifier ' "课时标题",
                    "content": "知识点讲解内容",
                    "practiceContent": "实训练习内容",
                    "teachingGuidance": "教学指导建议",
                    "suggestedHours": "建议课时数",
                    "knowledgeSources": ["知识点来源1", "知识点来源2"]
                ' for object of type 'str'
2025-06-29 11:32:54,349 - rag - INFO - Successfully loaded existing vector database
2025-06-29 11:40:27,973 - rag - INFO - Extracted 23 knowledge points
2025-06-29 11:40:28,888 - rag - INFO - Successfully searched knowledge base for query: 以下是基于课程大纲提取的关键知识点，按照逻辑关联和具体可操作性排列：
2025-06-29 11:40:29,185 - rag - INFO - Successfully searched knowledge base for query: 1. **奇异信号的定义与分类**
2025-06-29 11:40:29,547 - rag - INFO - Successfully searched knowledge base for query: - 理解奇异信号在信号处理中的特殊地位及数学表征
2025-06-29 11:40:29,913 - rag - INFO - Successfully searched knowledge base for query: 2. **单位冲激函数（狄拉克δ函数）的特性**
2025-06-29 11:40:30,242 - rag - INFO - Successfully searched knowledge base for query: - 掌握δ函数的定义、采样性质及其在时域和频域的作用
2025-06-29 11:40:30,584 - rag - INFO - Successfully searched knowledge base for query: 3. **单位阶跃函数的特性与应用**
2025-06-29 11:40:30,897 - rag - INFO - Successfully searched knowledge base for query: - 分析阶跃函数的定义、与冲激函数的关系，及其在系统响应中的作用
2025-06-29 11:40:31,242 - rag - INFO - Successfully searched knowledge base for query: 4. **斜坡函数的数学表达与物理意义**
2025-06-29 11:40:31,587 - rag - INFO - Successfully searched knowledge base for query: - 理解斜坡函数作为阶跃函数积分的特性及其实际应用场景
2025-06-29 11:40:31,917 - rag - INFO - Successfully searched knowledge base for query: 5. **信号的分类方法（连续/离散、周期/非周期等）**
2025-06-29 11:40:32,231 - rag - INFO - Successfully searched knowledge base for query: - 区分确定性信号与随机信号，掌握信号的基本分类维度
2025-06-29 11:40:32,596 - rag - INFO - Successfully searched knowledge base for query: 6. **信号的基本运算（平移、缩放、反转、叠加）**
2025-06-29 11:40:33,020 - rag - INFO - Successfully searched knowledge base for query: - 熟练运用时域运算方法对信号进行变换和组合
2025-06-29 11:40:33,329 - rag - INFO - Successfully searched knowledge base for query: 7. **线性时不变（LTI）系统的定义与性质**
2025-06-29 11:40:33,651 - rag - INFO - Successfully searched knowledge base for query: - 理解叠加性与时不变性，分析LTI系统的输入输出关系
2025-06-29 11:40:33,964 - rag - INFO - Successfully searched knowledge base for query: 8. **卷积运算的原理与物理意义**
2025-06-29 11:40:34,298 - rag - INFO - Successfully searched knowledge base for query: - 掌握卷积的数学定义及其在系统响应分析中的核心作用
2025-06-29 11:40:34,646 - rag - INFO - Successfully searched knowledge base for query: 9. **频域分析的基本概念（频谱、傅里叶变换）**
2025-06-29 11:40:36,177 - rag - INFO - Successfully searched knowledge base for query: - 理解信号从时域到频域的转换方法及其重要性
2025-06-29 11:40:36,602 - rag - INFO - Successfully searched knowledge base for query: 10. **奇异信号在系统分析中的典型应用**
2025-06-29 11:40:36,935 - rag - INFO - Successfully searched knowledge base for query: - 结合冲激响应和阶跃响应，分析系统特性（如稳定性、因果性）
